user_id;taste;mood;texture;caffeine;temperature;budget;selected_item_1;selected_item_2;selected_item_3;selected_item_4;selected_item_5;selected_item_6;n_selected_items;export_timestamp
70;asam;menyegarkan;light;rendah;panas;mid;LEMON SQUASH;TEH HIJAU;MANGO;CAPPUCCINO;TEH LECI;TEH STRAWBERRY;6;51:58.1
71;netral;energi;heavy;sedang;panas;high;TELANG SQUASH;KOPI SUSU;BERRY SQUASH;;;;3;51:58.1
72;manis;rileks;light;rendah;bebas;mid;BISCOFFEE;MANGO;STRAWBERRY;TEH;;;4;51:58.1
73;manis;menyegarkan;creamy;non-kafein;bebas;low;MANGO;BANANA;AVOCADO;CHOCOLATE;BISCOFFEE;;5;51:58.1
74;asam;menyegarkan;bubbly;rendah;bebas;mid;LEMON SQUASH;BERRY SQUASH;BANANA;AMERICANO;ESPRESSO;;5;51:58.1
75;asam;menyegarkan;bubbly;rendah;dingin;bebas;LYCHEE SQUASH;KOPI GULA AREN;KOPI LEMON;LEMON KISS;;;4;51:58.1
76;netral;rileks;light;sedang;bebas;high;JAHE MERAH;TEH JAHE SEREH;KOPI GULA AREN;LEMON KISS;;;4;51:58.1
77;netral;rileks;creamy;non-kafein;dingin;low;TEH JAHE SEREH;LEMON KISS;LEMON SQUASH;TEH LEMON;LYCHEE SQUASH;;5;51:58.1
78;pahit;rileks;creamy;tinggi;dingin;high;TEH STRAWBERRY;TEH LEMON;TEH SEREH;TEH JAHE SEREH;;;4;51:58.1
79;manis;energi;creamy;non-kafein;bebas;mid;CRUNCHY CREAMY;MANGO;AVOCADO;;;;3;51:58.1
80;manis;manis;creamy;tinggi;bebas;high;BISCOFFEE;AVOCADO;KOPI GULA AREN;TEH;;;4;51:58.1
81;pahit;rileks;heavy;tinggi;panas;high;TEH;KOPI SODA;TEH JAHE SEREH;;;;3;51:58.1
82;manis;manis;creamy;non-kafein;dingin;bebas;CHOCOLATE;BISCOFFEE;CRUNCHY CREAMY;AVOCADO;BANANA;;5;51:58.1
83;pahit;energi;creamy;sedang;panas;mid;TEH STRAWBERRY;KOPI LEMON;MACCHIATO;MOCHACCINO;;;4;51:58.1
84;manis;manis;bubbly;non-kafein;bebas;mid;MANGO;STRAWBERRY;CHOCOLATE;;;;3;51:58.1
85;pahit;rileks;light;tinggi;dingin;high;AMERICANO;MACCHIATO;KOPI SUSU;;;;3;51:58.1
86;netral;rileks;creamy;sedang;dingin;bebas;LEMON KISS;TEH JAHE SEREH;TEH;TEH HIJAU;;;4;51:58.1
87;pahit;energi;light;tinggi;bebas;mid;TEH SEREH;MOCHACCINO;AMERICANO;TEH;JAHE MERAH;;5;51:58.1
88;manis;manis;creamy;rendah;bebas;bebas;BISCOFFEE;CHOCOLATE;BANANA;TEH;STRAWBERRY;CRUNCHY CREAMY;6;51:58.1
89;pahit;energi;heavy;tinggi;panas;high;KOPI LEMON;MACCHIATO;TEH STRAWBERRY;KOPI SUSU;TEH LECI;;5;51:58.1
90;netral;energi;light;non-kafein;dingin;mid;KOPI LEMON;STRAWBERRY;TEH SEREH;TEH LEMON;LEMON KISS;KOPI SUSU;6;51:58.1
91;asam;manis;bubbly;rendah;dingin;high;LYCHEE SQUASH;MACCHIATO;MOCHACCINO;TEH LECI;KOPI LEMON;BERRY SQUASH;6;51:58.1
92;netral;manis;light;rendah;dingin;bebas;TEH STRAWBERRY;VARIASI PINK;TEH LEMON;JAHE MERAH;TEH JAHE;TEH HIJAU;6;51:58.1
93;pahit;energi;heavy;tinggi;bebas;low;TEH STRAWBERRY;MOCHACCINO;AMERICANO;KOPI GULA AREN;KOPI SODA;;5;51:58.1
94;manis;rileks;creamy;rendah;panas;mid;BISCOFFEE;CHOCOLATE;CRUNCHY CREAMY;BANANA;AVOCADO;MANGO;6;51:58.1
95;netral;energi;creamy;rendah;panas;mid;LEMON KISS;MOCHACCINO;TEH JAHE;;;;3;51:58.1
96;pahit;energi;bubbly;sedang;bebas;high;KOPI LEMON;ESPRESSO;SANGER;TEH STRAWBERRY;;;4;51:58.1
97;asam;menyegarkan;bubbly;rendah;bebas;high;LYCHEE SQUASH;TEH LECI;AVOCADO;;;;3;51:58.1
98;pahit;energi;light;tinggi;dingin;low;KOPI GULA AREN;TEH LEMON;BISCOFFEE;;;;3;51:58.1
99;netral;energi;bubbly;rendah;bebas;bebas;JAHE MERAH;TEH SEREH;SANGER;;;;3;51:58.1
100;netral;rileks;creamy;rendah;panas;high;LEMON KISS;TEH SEREH;TEH JAHE;TEH STRAWBERRY;KOPI GULA AREN;KOPI SUSU;6;51:58.1
101;pahit;energi;light;sedang;dingin;mid;KOPI SODA;SANGER;ESPRESSO;TEH JAHE SEREH;;;4;51:58.1
102;manis;rileks;light;non-kafein;dingin;mid;CRUNCHY CREAMY;TEH;CHOCOLATE;AVOCADO;MANGO;BANANA;6;51:58.1
103;asam;menyegarkan;bubbly;non-kafein;dingin;high;MANGO;BANANA;JAHE MERAH;TELANG SQUASH;STRAWBERRY;TEH HIJAU;6;51:58.1
104;asam;menyegarkan;light;rendah;dingin;mid;LYCHEE SQUASH;TEH;KOPI GULA AREN;KOPI LEMON;;;4;51:58.1
105;asam;menyegarkan;bubbly;non-kafein;bebas;bebas;LYCHEE SQUASH;LEMON KISS;MANGO;VARIASI PINK;;;4;51:58.1
106;pahit;energi;light;tinggi;panas;high;TEH JAHE;KOPI LEMON;TEH LECI;TEH;BISCOFFEE;MOCHACCINO;6;51:58.1
107;netral;energi;light;sedang;panas;mid;STRAWBERRY;JAHE MERAH;LYCHEE SQUASH;;;;3;51:58.1
108;netral;energi;creamy;sedang;dingin;high;BERRY SQUASH;TEH;KOPI LEMON;TEH JAHE;MACCHIATO;;5;51:58.1
109;netral;manis;light;rendah;panas;high;TEH LECI;KOPI LEMON;LEMON SQUASH;TEH HIJAU;STRAWBERRY;TEH JAHE SEREH;6;51:58.1
110;netral;manis;creamy;non-kafein;dingin;low;TEH STRAWBERRY;TEH HIJAU;LEMON SQUASH;LEMON KISS;JAHE MERAH;STRAWBERRY;6;51:58.1
111;manis;manis;light;tinggi;panas;bebas;BISCOFFEE;AVOCADO;KOPI GULA AREN;BANANA;TEH;CRUNCHY CREAMY;6;51:58.1
112;pahit;rileks;bubbly;sedang;panas;bebas;MOCHACCINO;AMERICANO;CAPPUCCINO;JAHE MERAH;;;4;51:58.1
113;pahit;energi;bubbly;tinggi;panas;high;TEH LEMON;BISCOFFEE;TEH JAHE SEREH;TEH LECI;CAPPUCCINO;;5;51:58.1
114;asam;menyegarkan;bubbly;rendah;dingin;mid;BERRY SQUASH;CHOCOLATE;KOPI LEMON;MACCHIATO;LYCHEE SQUASH;TEH STRAWBERRY;6;51:58.1
115;netral;rileks;light;sedang;dingin;low;VARIASI PINK;TEH HIJAU;SANGER;LEMON KISS;STRAWBERRY;TEH LECI;6;51:58.1
116;manis;manis;creamy;tinggi;panas;high;TEH;AVOCADO;MANGO;CRUNCHY CREAMY;;;4;51:58.1
117;netral;rileks;creamy;non-kafein;dingin;mid;MOCHACCINO;BERRY SQUASH;LYCHEE SQUASH;LEMON KISS;LEMON SQUASH;MACCHIATO;6;51:58.1
118;netral;energi;heavy;non-kafein;dingin;high;KOPI LEMON;LEMON SQUASH;STRAWBERRY;;;;3;51:58.1
119;netral;rileks;light;rendah;bebas;bebas;LEMON KISS;LYCHEE SQUASH;TELANG SQUASH;MACCHIATO;;;4;51:58.1
120;asam;menyegarkan;creamy;sedang;dingin;bebas;MACCHIATO;CHOCOLATE;VARIASI PINK;;;;3;51:58.1
121;pahit;manis;creamy;sedang;panas;mid;SANGER;ESPRESSO;BISCOFFEE;KOPI LEMON;MOCHACCINO;TEH LECI;6;51:58.1
122;asam;menyegarkan;light;non-kafein;dingin;bebas;LEMON SQUASH;TELANG SQUASH;TEH SEREH;;;;3;51:58.1
123;netral;energi;creamy;sedang;dingin;bebas;JAHE MERAH;TEH JAHE;STRAWBERRY;;;;3;51:58.1
124;asam;menyegarkan;light;non-kafein;dingin;high;LYCHEE SQUASH;TEH;TEH STRAWBERRY;TELANG SQUASH;;;4;51:58.1
125;netral;rileks;light;rendah;panas;high;JAHE MERAH;KOPI LEMON;LYCHEE SQUASH;LEMON SQUASH;;;4;51:58.1
126;pahit;energi;heavy;tinggi;dingin;mid;AMERICANO;KOPI SUSU;KOPI LEMON;;;;3;51:58.1
127;pahit;energi;creamy;sedang;bebas;high;ESPRESSO;TEH JAHE;KOPI LEMON;KOPI GULA AREN;BISCOFFEE;;5;51:58.1
128;manis;manis;creamy;rendah;dingin;mid;KOPI GULA AREN;CHOCOLATE;TEH;BANANA;AVOCADO;;5;51:58.1
129;pahit;rileks;bubbly;tinggi;panas;bebas;ESPRESSO;CAPPUCCINO;TEH STRAWBERRY;KOPI LEMON;SANGER;MOCHACCINO;6;51:58.1
130;manis;menyegarkan;creamy;sedang;panas;high;KOPI GULA AREN;BISCOFFEE;MANGO;CHOCOLATE;AVOCADO;;5;51:58.1
131;manis;manis;creamy;rendah;dingin;bebas;KOPI GULA AREN;AVOCADO;TEH;BANANA;MANGO;;5;51:58.1
132;asam;menyegarkan;bubbly;tinggi;dingin;high;KOPI LEMON;BANANA;TEH LEMON;;;;3;51:58.1
133;netral;energi;creamy;tinggi;bebas;mid;JAHE MERAH;TEH HIJAU;KOPI GULA AREN;TEH;MACCHIATO;TELANG SQUASH;6;51:58.1
134;asam;menyegarkan;light;non-kafein;dingin;bebas;VARIASI PINK;TELANG SQUASH;CAPPUCCINO;;;;3;51:58.1
135;pahit;rileks;bubbly;sedang;bebas;mid;CAPPUCCINO;AMERICANO;TEH STRAWBERRY;TEH JAHE SEREH;;;4;51:58.1
136;pahit;rileks;bubbly;sedang;panas;bebas;TEH HIJAU;KOPI SUSU;KOPI SODA;;;;3;51:58.1
137;netral;rileks;light;sedang;dingin;high;LYCHEE SQUASH;TEH STRAWBERRY;JAHE MERAH;LEMON KISS;;;4;51:58.1
138;pahit;energi;light;sedang;panas;high;TEH JAHE;KOPI LEMON;TEH JAHE SEREH;CAPPUCCINO;;;4;51:58.1
139;pahit;rileks;light;sedang;panas;mid;ESPRESSO;KOPI LEMON;TEH SEREH;;;;3;51:58.1
140;netral;energi;creamy;rendah;dingin;high;TEH STRAWBERRY;MOCHACCINO;MACCHIATO;TEH LECI;STRAWBERRY;KOPI GULA AREN;6;51:58.1
141;netral;rileks;light;tinggi;panas;high;BERRY SQUASH;TELANG SQUASH;TEH SEREH;;;;3;51:58.1
142;manis;menyegarkan;light;rendah;bebas;high;KOPI GULA AREN;TEH;STRAWBERRY;BISCOFFEE;CRUNCHY CREAMY;;5;51:58.1
143;manis;manis;creamy;non-kafein;panas;bebas;STRAWBERRY;CRUNCHY CREAMY;BANANA;;;;3;51:58.1
144;pahit;rileks;bubbly;tinggi;dingin;bebas;TEH JAHE SEREH;TEH SEREH;SANGER;KOPI SUSU;TEH STRAWBERRY;;5;51:58.1
145;asam;menyegarkan;bubbly;non-kafein;bebas;low;BERRY SQUASH;LYCHEE SQUASH;CHOCOLATE;AMERICANO;TEH LEMON;;5;51:58.1
146;pahit;rileks;heavy;sedang;panas;low;MOCHACCINO;TEH LEMON;KOPI LEMON;TEH JAHE SEREH;;;4;51:58.1
147;asam;manis;light;rendah;dingin;low;LYCHEE SQUASH;LEMON SQUASH;LEMON KISS;CHOCOLATE;VARIASI PINK;TEH LEMON;6;51:58.1
148;pahit;energi;creamy;sedang;panas;mid;TEH STRAWBERRY;MOCHACCINO;TEH LECI;;;;3;51:58.1
149;pahit;rileks;bubbly;non-kafein;panas;low;KOPI LEMON;SANGER;AMERICANO;MACCHIATO;;;4;51:58.1
150;netral;rileks;creamy;tinggi;panas;high;VARIASI PINK;TEH LECI;TEH JAHE SEREH;BERRY SQUASH;TEH JAHE;;5;51:58.1
151;asam;menyegarkan;bubbly;non-kafein;dingin;high;LEMON SQUASH;VARIASI PINK;TELANG SQUASH;TEH;LEMON KISS;MACCHIATO;6;51:58.1
152;netral;energi;creamy;rendah;panas;high;LEMON KISS;TEH JAHE;TEH HIJAU;;;;3;51:58.1
153;netral;manis;light;rendah;bebas;mid;JAHE MERAH;MACCHIATO;LYCHEE SQUASH;TEH HIJAU;TEH LEMON;BERRY SQUASH;6;51:58.1
154;pahit;energi;creamy;sedang;bebas;high;AMERICANO;TEH HIJAU;KOPI SUSU;;;;3;51:58.1
155;netral;energi;creamy;sedang;dingin;mid;JAHE MERAH;BERRY SQUASH;TELANG SQUASH;;;;3;51:58.1
156;pahit;energi;bubbly;sedang;bebas;bebas;TEH STRAWBERRY;CAPPUCCINO;MACCHIATO;;;;3;51:58.1
157;pahit;rileks;bubbly;sedang;bebas;high;TEH LEMON;JAHE MERAH;SANGER;CAPPUCCINO;KOPI SUSU;;5;51:58.1
158;netral;energi;creamy;tinggi;dingin;high;VARIASI PINK;TEH STRAWBERRY;KOPI LEMON;;;;3;51:58.1
159;manis;energi;creamy;non-kafein;dingin;high;BANANA;TEH;CHOCOLATE;;;;3;51:58.1
160;manis;manis;bubbly;non-kafein;dingin;mid;CRUNCHY CREAMY;STRAWBERRY;KOPI GULA AREN;MANGO;AVOCADO;BANANA;6;51:58.1
161;netral;energi;light;rendah;bebas;mid;TEH STRAWBERRY;KOPI SUSU;VARIASI PINK;;;;3;51:58.1
162;netral;energi;light;rendah;dingin;bebas;JAHE MERAH;LYCHEE SQUASH;TEH JAHE;STRAWBERRY;TEH STRAWBERRY;TEH JAHE SEREH;6;51:58.1
163;netral;manis;bubbly;sedang;bebas;bebas;BERRY SQUASH;TEH LECI;TELANG SQUASH;LEMON KISS;TEH LEMON;TEH JAHE SEREH;6;51:58.1
164;asam;menyegarkan;light;rendah;dingin;mid;LEMON SQUASH;LYCHEE SQUASH;AMERICANO;;;;3;51:58.1
165;pahit;rileks;creamy;sedang;bebas;high;KOPI GULA AREN;BISCOFFEE;TEH HIJAU;TEH LECI;;;4;51:58.1
166;manis;menyegarkan;creamy;tinggi;bebas;high;BISCOFFEE;CRUNCHY CREAMY;BANANA;TEH;KOPI GULA AREN;;5;51:58.1
167;netral;energi;creamy;sedang;dingin;mid;LYCHEE SQUASH;KOPI GULA AREN;VARIASI PINK;;;;3;51:58.1
168;manis;manis;creamy;non-kafein;dingin;low;AVOCADO;STRAWBERRY;KOPI GULA AREN;MANGO;TEH;CRUNCHY CREAMY;6;51:58.1
169;netral;menyegarkan;creamy;sedang;panas;high;BERRY SQUASH;LEMON SQUASH;VARIASI PINK;TEH LEMON;MACCHIATO;;5;51:58.1
170;manis;manis;light;rendah;panas;mid;CHOCOLATE;STRAWBERRY;KOPI GULA AREN;BISCOFFEE;TEH;CRUNCHY CREAMY;6;51:58.1
171;manis;rileks;bubbly;non-kafein;panas;low;BANANA;TEH;KOPI GULA AREN;MANGO;;;4;51:58.1
172;manis;rileks;creamy;rendah;bebas;bebas;KOPI GULA AREN;CRUNCHY CREAMY;STRAWBERRY;CHOCOLATE;BISCOFFEE;;5;51:58.1
173;manis;energi;creamy;rendah;panas;mid;BISCOFFEE;TEH;CHOCOLATE;;;;3;51:58.1
174;manis;rileks;creamy;rendah;panas;low;KOPI GULA AREN;MANGO;AVOCADO;CHOCOLATE;;;4;51:58.1
175;manis;rileks;creamy;rendah;panas;mid;BISCOFFEE;MANGO;CHOCOLATE;BANANA;AVOCADO;;5;51:58.1
176;asam;menyegarkan;creamy;tinggi;dingin;high;KOPI GULA AREN;TEH LECI;TEH LEMON;BERRY SQUASH;STRAWBERRY;;5;51:58.1
177;manis;rileks;light;rendah;bebas;low;KOPI GULA AREN;CHOCOLATE;BISCOFFEE;STRAWBERRY;AVOCADO;;5;51:58.1
178;asam;menyegarkan;light;non-kafein;dingin;bebas;BERRY SQUASH;TELANG SQUASH;VARIASI PINK;LYCHEE SQUASH;;;4;51:58.1
179;pahit;rileks;bubbly;tinggi;panas;high;ESPRESSO;JAHE MERAH;TEH STRAWBERRY;BISCOFFEE;;;4;51:58.1
180;pahit;rileks;creamy;tinggi;panas;low;KOPI SODA;KOPI LEMON;MACCHIATO;;;;3;51:58.1
181;netral;menyegarkan;heavy;non-kafein;dingin;bebas;SANGER;TEH STRAWBERRY;TEH LECI;STRAWBERRY;KOPI SUSU;;5;51:58.1
182;asam;menyegarkan;light;non-kafein;dingin;mid;BANANA;LYCHEE SQUASH;LEMON KISS;;;;3;51:58.1
183;asam;rileks;creamy;rendah;dingin;high;BERRY SQUASH;VARIASI PINK;KOPI GULA AREN;LYCHEE SQUASH;;;4;51:58.1
184;netral;manis;light;rendah;dingin;high;JAHE MERAH;LYCHEE SQUASH;TEH JAHE;TEH JAHE SEREH;LEMON SQUASH;LEMON KISS;6;51:58.1
185;manis;manis;creamy;tinggi;panas;mid;BISCOFFEE;AVOCADO;KOPI GULA AREN;CRUNCHY CREAMY;BANANA;TEH;6;51:58.1
186;asam;menyegarkan;creamy;sedang;dingin;bebas;SANGER;KOPI LEMON;LEMON SQUASH;TEH LEMON;;;4;51:58.1
187;manis;rileks;creamy;non-kafein;panas;mid;STRAWBERRY;CRUNCHY CREAMY;BANANA;TEH;;;4;51:58.1
188;pahit;rileks;heavy;sedang;bebas;bebas;KOPI SODA;CAPPUCCINO;AMERICANO;JAHE MERAH;;;4;51:58.1
189;netral;energi;creamy;rendah;panas;mid;TEH LECI;TEH HIJAU;TELANG SQUASH;;;;3;51:58.1
190;asam;menyegarkan;light;non-kafein;dingin;low;TELANG SQUASH;BERRY SQUASH;JAHE MERAH;CHOCOLATE;KOPI LEMON;;5;51:58.1
191;manis;manis;creamy;rendah;bebas;mid;BISCOFFEE;STRAWBERRY;BANANA;CRUNCHY CREAMY;;;4;51:58.1
