user_id,taste,mood,texture,caffeine,temperature,budget,selected_item_1,selected_item_2,selected_item_3,selected_item_4,selected_item_5,selected_item_6,n_selected_items,export_timestamp
110,netral,manis,creamy,non-kafein,dingin,low,TEH STRAWBERRY,TEH HIJAU,LEMON SQUASH,LEMON KISS,JAHE MERAH,STRAWBERRY,6,2025-10-06 18:41:25.408430
111,manis,manis,light,tinggi,panas,bebas,BISCOFFEE,AVOCADO,KOPI GULA AREN,BANANA,TEH,CRUNCHY CREAMY,6,2025-10-06 18:41:25.408430
112,pahit,rileks,bubbly,sedang,panas,bebas,MOCHACCINO,AMERICANO,CAPPUCCINO,JAHE MERAH,,,4,2025-10-06 18:41:25.408430
113,pahit,energi,bubbly,tinggi,panas,high,TEH LEMON,BISCOFFEE,TEH JAHE SEREH,TEH LECI,CAPPUCCINO,,5,2025-10-06 18:41:25.408430
114,asam,menyegarkan,bubbly,rendah,dingin,mid,KOPI GULA AREN,VARIASI PINK,KOPI LEMON,MACCHIATO,LYCHEE SQUASH,TEH STRAWBERRY,6,2025-10-06 18:41:25.408430
115,netral,rileks,light,sedang,dingin,low,LEMON SQUASH,KOPI SUSU,SANGER,LEMON KISS,TEH HIJAU,TEH LECI,6,2025-10-06 18:41:25.408430
116,manis,manis,creamy,tinggi,panas,high,TEH,AVOCADO,MANGO,CRUNCHY CREAMY,,,4,2025-10-06 18:41:25.408430
117,netral,rileks,creamy,non-kafein,dingin,mid,MOCHACCINO,BERRY SQUASH,LYCHEE SQUASH,LEMON KISS,LEMON SQUASH,MACCHIATO,6,2025-10-06 18:41:25.408430
118,netral,energi,heavy,non-kafein,dingin,high,KOPI LEMON,LEMON SQUASH,STRAWBERRY,,,,3,2025-10-06 18:41:25.408430
119,netral,rileks,light,rendah,bebas,bebas,LEMON KISS,LYCHEE SQUASH,TELANG SQUASH,MACCHIATO,,,4,2025-10-06 18:41:25.408430
120,asam,menyegarkan,creamy,sedang,dingin,bebas,MACCHIATO,BERRY SQUASH,VARIASI PINK,,,,3,2025-10-06 18:41:25.408430
121,pahit,manis,creamy,sedang,panas,mid,SANGER,BISCOFFEE,KOPI LEMON,MOCHACCINO,TEH LECI,TEH JAHE SEREH,6,2025-10-06 18:41:25.408430
122,asam,menyegarkan,light,non-kafein,dingin,bebas,LEMON SQUASH,TELANG SQUASH,TEH LECI,,,,3,2025-10-06 18:41:25.408430
123,netral,energi,creamy,sedang,dingin,bebas,JAHE MERAH,TEH JAHE,STRAWBERRY,,,,3,2025-10-06 18:41:25.408430
124,asam,menyegarkan,light,non-kafein,dingin,high,MANGO,ESPRESSO,CAPPUCCINO,TELANG SQUASH,,,4,2025-10-06 18:41:25.408430
125,netral,rileks,light,rendah,panas,high,JAHE MERAH,KOPI LEMON,LYCHEE SQUASH,LEMON SQUASH,,,4,2025-10-06 18:41:25.408430
126,pahit,energi,heavy,tinggi,dingin,mid,AMERICANO,KOPI SUSU,KOPI LEMON,,,,3,2025-10-06 18:41:25.408430
127,pahit,energi,creamy,sedang,bebas,high,ESPRESSO,TEH JAHE,KOPI LEMON,KOPI GULA AREN,BISCOFFEE,,5,2025-10-06 18:41:25.408430
128,manis,manis,creamy,rendah,dingin,mid,KOPI GULA AREN,CHOCOLATE,TEH,BANANA,AVOCADO,,5,2025-10-06 18:41:25.408430
129,pahit,rileks,bubbly,tinggi,panas,bebas,ESPRESSO,CAPPUCCINO,TEH STRAWBERRY,KOPI LEMON,SANGER,MOCHACCINO,6,2025-10-06 18:41:25.408430
130,manis,menyegarkan,creamy,sedang,panas,high,KOPI GULA AREN,BISCOFFEE,MANGO,CHOCOLATE,AVOCADO,,5,2025-10-06 18:41:25.408430
131,manis,manis,creamy,rendah,dingin,bebas,KOPI GULA AREN,AVOCADO,TEH,BANANA,MANGO,,5,2025-10-06 18:41:25.408430
132,asam,menyegarkan,bubbly,tinggi,dingin,high,BISCOFFEE,BANANA,TEH LEMON,,,,3,2025-10-06 18:41:25.408430
133,netral,energi,creamy,tinggi,bebas,mid,JAHE MERAH,TEH JAHE SEREH,KOPI GULA AREN,TEH,MACCHIATO,TELANG SQUASH,6,2025-10-06 18:41:25.408430
134,asam,menyegarkan,light,non-kafein,dingin,bebas,JAHE MERAH,TELANG SQUASH,TEH,,,,3,2025-10-06 18:41:25.408430
135,pahit,rileks,bubbly,sedang,bebas,mid,CAPPUCCINO,AMERICANO,TEH STRAWBERRY,TEH JAHE SEREH,,,4,2025-10-06 18:41:25.408430
136,pahit,rileks,bubbly,sedang,panas,bebas,TEH HIJAU,KOPI SUSU,KOPI SODA,,,,3,2025-10-06 18:41:25.408430
137,netral,rileks,light,sedang,dingin,high,LYCHEE SQUASH,TEH STRAWBERRY,JAHE MERAH,LEMON KISS,,,4,2025-10-06 18:41:25.408430
138,pahit,energi,light,sedang,panas,high,TEH JAHE,KOPI LEMON,TEH JAHE SEREH,CAPPUCCINO,,,4,2025-10-06 18:41:25.408430
139,pahit,rileks,light,sedang,panas,mid,ESPRESSO,KOPI LEMON,TEH SEREH,,,,3,2025-10-06 18:41:25.408430
140,netral,energi,creamy,rendah,dingin,high,TEH STRAWBERRY,MOCHACCINO,MACCHIATO,TEH LECI,STRAWBERRY,KOPI GULA AREN,6,2025-10-06 18:41:25.408430
141,netral,rileks,light,tinggi,panas,high,BERRY SQUASH,TELANG SQUASH,TEH SEREH,,,,3,2025-10-06 18:41:25.408430
142,manis,menyegarkan,light,rendah,bebas,high,KOPI GULA AREN,TEH,STRAWBERRY,BISCOFFEE,CRUNCHY CREAMY,,5,2025-10-06 18:41:25.408430
143,manis,manis,creamy,non-kafein,panas,bebas,STRAWBERRY,CRUNCHY CREAMY,BANANA,,,,3,2025-10-06 18:41:25.408430
144,pahit,rileks,bubbly,tinggi,dingin,bebas,TEH JAHE SEREH,TEH SEREH,SANGER,KOPI SUSU,TEH STRAWBERRY,,5,2025-10-06 18:41:25.408430
145,asam,menyegarkan,bubbly,non-kafein,bebas,low,BERRY SQUASH,MANGO,JAHE MERAH,TEH HIJAU,AMERICANO,,5,2025-10-06 18:41:25.408430
146,pahit,rileks,heavy,sedang,panas,low,MOCHACCINO,TEH LEMON,KOPI LEMON,TEH JAHE SEREH,,,4,2025-10-06 18:41:25.408430
147,asam,manis,light,rendah,dingin,low,LYCHEE SQUASH,LEMON SQUASH,LEMON KISS,CHOCOLATE,VARIASI PINK,TEH LEMON,6,2025-10-06 18:41:25.408430
148,pahit,energi,creamy,sedang,panas,mid,TEH STRAWBERRY,MOCHACCINO,TEH LECI,,,,3,2025-10-06 18:41:25.408430
149,pahit,rileks,bubbly,non-kafein,panas,low,KOPI LEMON,SANGER,AMERICANO,MACCHIATO,,,4,2025-10-06 18:41:25.408430
150,netral,rileks,creamy,tinggi,panas,high,VARIASI PINK,TEH LECI,TEH JAHE SEREH,BERRY SQUASH,TEH JAHE,,5,2025-10-06 18:41:25.408430
151,asam,menyegarkan,bubbly,non-kafein,dingin,high,LEMON SQUASH,MACCHIATO,TELANG SQUASH,SANGER,LEMON KISS,VARIASI PINK,6,2025-10-06 18:41:25.408430
152,netral,energi,creamy,rendah,panas,high,LEMON KISS,TEH JAHE,TEH SEREH,,,,3,2025-10-06 18:41:25.408430
153,netral,manis,light,rendah,bebas,mid,JAHE MERAH,MACCHIATO,LYCHEE SQUASH,TEH HIJAU,TEH LEMON,BERRY SQUASH,6,2025-10-06 18:41:25.408430
154,pahit,energi,creamy,sedang,bebas,high,AMERICANO,TEH HIJAU,KOPI SUSU,,,,3,2025-10-06 18:41:25.408430
155,netral,energi,creamy,sedang,dingin,mid,JAHE MERAH,STRAWBERRY,TELANG SQUASH,,,,3,2025-10-06 18:41:25.408430
156,pahit,energi,bubbly,sedang,bebas,bebas,TEH STRAWBERRY,CAPPUCCINO,MACCHIATO,,,,3,2025-10-06 18:41:25.408430
157,pahit,rileks,bubbly,sedang,bebas,high,TEH LEMON,JAHE MERAH,SANGER,CAPPUCCINO,KOPI SUSU,,5,2025-10-06 18:41:25.408430
158,netral,energi,creamy,tinggi,dingin,high,VARIASI PINK,TEH STRAWBERRY,KOPI LEMON,,,,3,2025-10-06 18:41:25.408430
159,manis,energi,creamy,non-kafein,dingin,high,AVOCADO,TEH,CHOCOLATE,,,,3,2025-10-06 18:41:25.408430
160,manis,manis,bubbly,non-kafein,dingin,mid,CRUNCHY CREAMY,STRAWBERRY,KOPI GULA AREN,MANGO,AVOCADO,BANANA,6,2025-10-06 18:41:25.408430
161,netral,energi,light,rendah,bebas,mid,TEH STRAWBERRY,KOPI LEMON,VARIASI PINK,,,,3,2025-10-06 18:41:25.408430
162,netral,energi,light,rendah,dingin,bebas,JAHE MERAH,TELANG SQUASH,TEH JAHE,STRAWBERRY,TEH JAHE SEREH,BERRY SQUASH,6,2025-10-06 18:41:25.408430
163,netral,manis,bubbly,sedang,bebas,bebas,BERRY SQUASH,TEH LECI,TELANG SQUASH,LEMON KISS,TEH LEMON,TEH JAHE SEREH,6,2025-10-06 18:41:25.408430
164,asam,menyegarkan,light,rendah,dingin,mid,LEMON SQUASH,TELANG SQUASH,AMERICANO,,,,3,2025-10-06 18:41:25.408430
165,pahit,rileks,creamy,sedang,bebas,high,KOPI GULA AREN,BISCOFFEE,TEH HIJAU,KOPI SODA,,,4,2025-10-06 18:41:25.408430
166,manis,menyegarkan,creamy,tinggi,bebas,high,BISCOFFEE,CRUNCHY CREAMY,BANANA,TEH,KOPI GULA AREN,,5,2025-10-06 18:41:25.408430
167,netral,energi,creamy,sedang,dingin,mid,LYCHEE SQUASH,KOPI GULA AREN,VARIASI PINK,,,,3,2025-10-06 18:41:25.408430
168,manis,manis,creamy,non-kafein,dingin,low,AVOCADO,STRAWBERRY,KOPI GULA AREN,MANGO,TEH,CRUNCHY CREAMY,6,2025-10-06 18:41:25.408430
169,netral,menyegarkan,creamy,sedang,panas,high,TELANG SQUASH,TEH,VARIASI PINK,TEH LEMON,MACCHIATO,,5,2025-10-06 18:41:25.408430
