question,answer,item1,item2,co_occurrence_count,export_timestamp
mood,rileks,TEH HIJAU,TEH STRAWBERRY,11.75,2025-10-06 18:41:31.719277
mood,rileks,TEH LECI,TEH STRAWBERRY,12.845,2025-10-06 18:41:31.719277
texture,light,KOPI SUSU,STRAWBERRY,12.53,2025-10-06 18:41:31.719277
texture,light,KOPI SUSU,TEH HIJAU,13.760000000000002,2025-10-06 18:41:31.719277
texture,light,KOPI SUSU,TEH LECI,12.86,2025-10-06 18:41:31.719277
texture,light,KOPI SUSU,TEH STRAWBERRY,6.3,2025-10-06 18:41:31.719277
texture,light,STRAWBERRY,TEH HIJAU,11.600000000000001,2025-10-06 18:41:31.719277
texture,light,STRAWBERRY,TEH LECI,16.87,2025-10-06 18:41:31.719277
texture,light,STRAWBERRY,TEH STRAWBERRY,12.460000000000003,2025-10-06 18:41:31.719277
texture,light,TEH HIJAU,TEH LECI,25.424500000000002,2025-10-06 18:41:31.719277
texture,light,TEH HIJAU,TEH STRAWBERRY,15.1995,2025-10-06 18:41:31.719277
texture,light,TEH LECI,TEH STRAWBERRY,22.250000000000004,2025-10-06 18:41:31.719277
caffeine,sedang,KOPI SUSU,STRAWBERRY,9.3,2025-10-06 18:41:31.719277
caffeine,sedang,KOPI SUSU,TEH HIJAU,15.459999999999999,2025-10-06 18:41:31.719277
caffeine,sedang,KOPI SUSU,TEH LECI,20.39,2025-10-06 18:41:31.719277
caffeine,sedang,KOPI SUSU,TEH STRAWBERRY,4.3,2025-10-06 18:41:31.719277
caffeine,sedang,STRAWBERRY,TEH HIJAU,11.92,2025-10-06 18:41:31.719277
caffeine,sedang,STRAWBERRY,TEH LECI,17.520000000000003,2025-10-06 18:41:31.719277
caffeine,sedang,STRAWBERRY,TEH STRAWBERRY,14.520000000000001,2025-10-06 18:41:31.719277
caffeine,sedang,TEH HIJAU,TEH LECI,19.29,2025-10-06 18:41:31.719277
caffeine,sedang,TEH HIJAU,TEH STRAWBERRY,15.46,2025-10-06 18:41:31.719277
caffeine,sedang,TEH LECI,TEH STRAWBERRY,14.000000000000002,2025-10-06 18:41:31.719277
temperature,panas,KOPI SUSU,STRAWBERRY,7.3,2025-10-06 18:41:31.719277
temperature,panas,KOPI SUSU,TEH HIJAU,8.7,2025-10-06 18:41:31.719277
temperature,panas,KOPI SUSU,TEH LECI,17.245000000000005,2025-10-06 18:41:31.719277
temperature,panas,KOPI SUSU,TEH STRAWBERRY,7.6,2025-10-06 18:41:31.719277
temperature,panas,STRAWBERRY,TEH HIJAU,3.9000000000000004,2025-10-06 18:41:31.719277
temperature,panas,STRAWBERRY,TEH LECI,15.35,2025-10-06 18:41:31.719277
temperature,panas,STRAWBERRY,TEH STRAWBERRY,16.19,2025-10-06 18:41:31.719277
temperature,panas,TEH HIJAU,TEH LECI,16.020000000000003,2025-10-06 18:41:31.719277
temperature,panas,TEH HIJAU,TEH STRAWBERRY,14.835,2025-10-06 18:41:31.719277
temperature,panas,TEH LECI,TEH STRAWBERRY,21.575000000000003,2025-10-06 18:41:31.719277
budget,low,KOPI SUSU,STRAWBERRY,8.03,2025-10-06 18:41:31.719277
budget,low,KOPI SUSU,TEH HIJAU,5.75,2025-10-06 18:41:31.719277
budget,low,KOPI SUSU,TEH LECI,12.43,2025-10-06 18:41:31.719277
budget,low,KOPI SUSU,TEH STRAWBERRY,5.8999999999999995,2025-10-06 18:41:31.719277
budget,low,STRAWBERRY,TEH HIJAU,4.699999999999999,2025-10-06 18:41:31.719277
budget,low,STRAWBERRY,TEH LECI,13.469999999999999,2025-10-06 18:41:31.719277
budget,low,STRAWBERRY,TEH STRAWBERRY,11.03,2025-10-06 18:41:31.719277
budget,low,TEH HIJAU,TEH LECI,9.405,2025-10-06 18:41:31.719277
budget,low,TEH HIJAU,TEH STRAWBERRY,10.68,2025-10-06 18:41:31.719277
budget,low,TEH LECI,TEH STRAWBERRY,14.430000000000001,2025-10-06 18:41:31.719277
taste,netral,TEH HIJAU,TEH SEREH,15.329499999999998,2025-10-06 18:41:31.719277
taste,netral,TEH SEREH,TEH STRAWBERRY,16.19,2025-10-06 18:41:31.719277
mood,energi,TEH HIJAU,TEH SEREH,13.2995,2025-10-06 18:41:31.719277
mood,energi,TEH HIJAU,TEH STRAWBERRY,17.0345,2025-10-06 18:41:31.719277
mood,energi,TEH SEREH,TEH STRAWBERRY,8.53,2025-10-06 18:41:31.719277
texture,light,TEH HIJAU,TEH SEREH,7.5245,2025-10-06 18:41:31.719277
texture,light,TEH SEREH,TEH STRAWBERRY,8.0,2025-10-06 18:41:31.719277
caffeine,tinggi,TEH HIJAU,TEH SEREH,12.7045,2025-10-06 18:41:31.719277
caffeine,tinggi,TEH HIJAU,TEH STRAWBERRY,16.5105,2025-10-06 18:41:31.719277
caffeine,tinggi,TEH SEREH,TEH STRAWBERRY,7.300000000000001,2025-10-06 18:41:31.719277
temperature,bebas,TEH HIJAU,TEH SEREH,16.154500000000002,2025-10-06 18:41:31.719277
temperature,bebas,TEH HIJAU,TEH STRAWBERRY,14.0595,2025-10-06 18:41:31.719277
temperature,bebas,TEH SEREH,TEH STRAWBERRY,10.209999999999999,2025-10-06 18:41:31.719277
budget,mid,TEH HIJAU,TEH SEREH,9.3945,2025-10-06 18:41:31.719277
budget,mid,TEH HIJAU,TEH STRAWBERRY,11.190999999999999,2025-10-06 18:41:31.719277
budget,mid,TEH SEREH,TEH STRAWBERRY,6.3999999999999995,2025-10-06 18:41:31.719277
taste,manis,AVOCADO,BANANA,111.95499999999997,2025-10-06 18:41:31.719277
taste,manis,AVOCADO,CHOCOLATE,109.585,2025-10-06 18:41:31.719277
taste,manis,AVOCADO,KOPI GULA AREN,111.45999999999992,2025-10-06 18:41:31.719277
taste,manis,AVOCADO,TEH,93.92999999999991,2025-10-06 18:41:31.719277
taste,manis,BANANA,CHOCOLATE,98.21499999999999,2025-10-06 18:41:31.719277
taste,manis,BANANA,KOPI GULA AREN,115.79999999999994,2025-10-06 18:41:31.719277
taste,manis,BANANA,TEH,91.65999999999995,2025-10-06 18:41:31.719277
taste,manis,CHOCOLATE,KOPI GULA AREN,112.82999999999993,2025-10-06 18:41:31.719277
taste,manis,CHOCOLATE,TEH,90.85999999999993,2025-10-06 18:41:31.719277
taste,manis,KOPI GULA AREN,TEH,134.0845,2025-10-06 18:41:31.719277
mood,menyegarkan,AVOCADO,BANANA,17.73,2025-10-06 18:41:31.719277
mood,menyegarkan,AVOCADO,CHOCOLATE,13.890000000000002,2025-10-06 18:41:31.719277
mood,menyegarkan,AVOCADO,KOPI GULA AREN,20.700000000000003,2025-10-06 18:41:31.719277
mood,menyegarkan,AVOCADO,TEH,13.8,2025-10-06 18:41:31.719277
mood,menyegarkan,BANANA,CHOCOLATE,9.89,2025-10-06 18:41:31.719277
mood,menyegarkan,BANANA,KOPI GULA AREN,14.500000000000002,2025-10-06 18:41:31.719277
mood,menyegarkan,BANANA,TEH,13.200000000000001,2025-10-06 18:41:31.719277
mood,menyegarkan,CHOCOLATE,KOPI GULA AREN,17.900000000000002,2025-10-06 18:41:31.719277
mood,menyegarkan,CHOCOLATE,TEH,13.100000000000001,2025-10-06 18:41:31.719277
mood,menyegarkan,KOPI GULA AREN,TEH,19.595000000000002,2025-10-06 18:41:31.719277
texture,creamy,AVOCADO,BANANA,64.79999999999997,2025-10-06 18:41:31.719277
texture,creamy,AVOCADO,CHOCOLATE,73.15999999999998,2025-10-06 18:41:31.719277
texture,creamy,AVOCADO,KOPI GULA AREN,64.62999999999997,2025-10-06 18:41:31.719277
texture,creamy,AVOCADO,TEH,54.82999999999997,2025-10-06 18:41:31.719277
texture,creamy,BANANA,CHOCOLATE,57.23499999999998,2025-10-06 18:41:31.719277
texture,creamy,BANANA,KOPI GULA AREN,64.99999999999999,2025-10-06 18:41:31.719277
texture,creamy,BANANA,TEH,48.53,2025-10-06 18:41:31.719277
texture,creamy,CHOCOLATE,KOPI GULA AREN,63.42999999999998,2025-10-06 18:41:31.719277
texture,creamy,CHOCOLATE,TEH,47.999999999999986,2025-10-06 18:41:31.719277
texture,creamy,KOPI GULA AREN,TEH,79.96449999999997,2025-10-06 18:41:31.719277
caffeine,non-kafein,AVOCADO,BANANA,67.95499999999997,2025-10-06 18:41:31.719277
caffeine,non-kafein,AVOCADO,CHOCOLATE,65.83499999999998,2025-10-06 18:41:31.719277
caffeine,non-kafein,AVOCADO,KOPI GULA AREN,50.52999999999998,2025-10-06 18:41:31.719277
caffeine,non-kafein,AVOCADO,TEH,45.929999999999986,2025-10-06 18:41:31.719277
caffeine,non-kafein,BANANA,CHOCOLATE,51.41499999999999,2025-10-06 18:41:31.719277
caffeine,non-kafein,BANANA,KOPI GULA AREN,40.99999999999999,2025-10-06 18:41:31.719277
caffeine,non-kafein,BANANA,TEH,36.43,2025-10-06 18:41:31.719277
caffeine,non-kafein,CHOCOLATE,KOPI GULA AREN,46.029999999999994,2025-10-06 18:41:31.719277
caffeine,non-kafein,CHOCOLATE,TEH,37.83,2025-10-06 18:41:31.719277
caffeine,non-kafein,KOPI GULA AREN,TEH,33.2,2025-10-06 18:41:31.719277
temperature,bebas,AVOCADO,BANANA,42.13,2025-10-06 18:41:31.719277
temperature,bebas,AVOCADO,CHOCOLATE,45.93499999999998,2025-10-06 18:41:31.719277
temperature,bebas,AVOCADO,KOPI GULA AREN,35.2,2025-10-06 18:41:31.719277
temperature,bebas,AVOCADO,TEH,32.800000000000004,2025-10-06 18:41:31.719277
temperature,bebas,BANANA,CHOCOLATE,35.574999999999996,2025-10-06 18:41:31.719277
temperature,bebas,BANANA,KOPI GULA AREN,42.3,2025-10-06 18:41:31.719277
temperature,bebas,BANANA,TEH,30.760000000000005,2025-10-06 18:41:31.719277
temperature,bebas,CHOCOLATE,KOPI GULA AREN,32.1,2025-10-06 18:41:31.719277
temperature,bebas,CHOCOLATE,TEH,33.33,2025-10-06 18:41:31.719277
temperature,bebas,KOPI GULA AREN,TEH,59.14449999999999,2025-10-06 18:41:31.719277
budget,bebas,AVOCADO,BANANA,32.015,2025-10-06 18:41:31.719277
budget,bebas,AVOCADO,CHOCOLATE,30.01,2025-10-06 18:41:31.719277
budget,bebas,AVOCADO,KOPI GULA AREN,26.830000000000002,2025-10-06 18:41:31.719277
budget,bebas,AVOCADO,TEH,21.000000000000004,2025-10-06 18:41:31.719277
budget,bebas,BANANA,CHOCOLATE,22.474999999999998,2025-10-06 18:41:31.719277
budget,bebas,BANANA,KOPI GULA AREN,25.400000000000002,2025-10-06 18:41:31.719277
budget,bebas,BANANA,TEH,23.23,2025-10-06 18:41:31.719277
budget,bebas,CHOCOLATE,KOPI GULA AREN,18.500000000000004,2025-10-06 18:41:31.719277
budget,bebas,CHOCOLATE,TEH,16.23,2025-10-06 18:41:31.719277
budget,bebas,KOPI GULA AREN,TEH,33.575,2025-10-06 18:41:31.719277
taste,manis,CHOCOLATE,CRUNCHY CREAMY,117.25999999999998,2025-10-06 18:41:31.719277
taste,manis,CHOCOLATE,MANGO,106.95900000000002,2025-10-06 18:41:31.719277
taste,manis,CHOCOLATE,STRAWBERRY,118.76449999999998,2025-10-06 18:41:31.719277
taste,manis,CRUNCHY CREAMY,KOPI GULA AREN,120.35999999999991,2025-10-06 18:41:31.719277
taste,manis,CRUNCHY CREAMY,MANGO,106.71850000000002,2025-10-06 18:41:31.719277
taste,manis,CRUNCHY CREAMY,STRAWBERRY,116.394,2025-10-06 18:41:31.719277
taste,manis,KOPI GULA AREN,MANGO,119.41999999999994,2025-10-06 18:41:31.719277
taste,manis,KOPI GULA AREN,STRAWBERRY,127.57999999999996,2025-10-06 18:41:31.719277
taste,manis,MANGO,STRAWBERRY,99.3785,2025-10-06 18:41:31.719277
mood,manis,CHOCOLATE,CRUNCHY CREAMY,63.62499999999997,2025-10-06 18:41:31.719277
mood,manis,CHOCOLATE,KOPI GULA AREN,65.09999999999998,2025-10-06 18:41:31.719277
mood,manis,CHOCOLATE,MANGO,43.54499999999999,2025-10-06 18:41:31.719277
mood,manis,CHOCOLATE,STRAWBERRY,60.739999999999974,2025-10-06 18:41:31.719277
mood,manis,CRUNCHY CREAMY,KOPI GULA AREN,67.39999999999998,2025-10-06 18:41:31.719277
mood,manis,CRUNCHY CREAMY,MANGO,51.12999999999998,2025-10-06 18:41:31.719277
mood,manis,CRUNCHY CREAMY,STRAWBERRY,60.22999999999997,2025-10-06 18:41:31.719277
mood,manis,KOPI GULA AREN,MANGO,59.39999999999997,2025-10-06 18:41:31.719277
mood,manis,KOPI GULA AREN,STRAWBERRY,73.19999999999995,2025-10-06 18:41:31.719277
mood,manis,MANGO,STRAWBERRY,52.92499999999998,2025-10-06 18:41:31.719277
texture,creamy,CHOCOLATE,CRUNCHY CREAMY,71.30499999999998,2025-10-06 18:41:31.719277
texture,creamy,CHOCOLATE,MANGO,62.91999999999998,2025-10-06 18:41:31.719277
texture,creamy,CHOCOLATE,STRAWBERRY,68.82999999999998,2025-10-06 18:41:31.719277
texture,creamy,CRUNCHY CREAMY,KOPI GULA AREN,71.79999999999995,2025-10-06 18:41:31.719277
texture,creamy,CRUNCHY CREAMY,MANGO,57.009499999999974,2025-10-06 18:41:31.719277
texture,creamy,CRUNCHY CREAMY,STRAWBERRY,70.43449999999997,2025-10-06 18:41:31.719277
texture,creamy,KOPI GULA AREN,MANGO,64.40999999999997,2025-10-06 18:41:31.719277
texture,creamy,KOPI GULA AREN,STRAWBERRY,83.42999999999996,2025-10-06 18:41:31.719277
texture,creamy,MANGO,STRAWBERRY,58.46949999999998,2025-10-06 18:41:31.719277
caffeine,rendah,CHOCOLATE,CRUNCHY CREAMY,41.2,2025-10-06 18:41:31.719277
caffeine,rendah,CHOCOLATE,KOPI GULA AREN,43.39999999999999,2025-10-06 18:41:31.719277
caffeine,rendah,CHOCOLATE,MANGO,29.760000000000005,2025-10-06 18:41:31.719277
caffeine,rendah,CHOCOLATE,STRAWBERRY,45.73,2025-10-06 18:41:31.719277
caffeine,rendah,CRUNCHY CREAMY,KOPI GULA AREN,41.2,2025-10-06 18:41:31.719277
caffeine,rendah,CRUNCHY CREAMY,MANGO,29.690000000000005,2025-10-06 18:41:31.719277
caffeine,rendah,CRUNCHY CREAMY,STRAWBERRY,41.22,2025-10-06 18:41:31.719277
caffeine,rendah,KOPI GULA AREN,MANGO,49.76999999999998,2025-10-06 18:41:31.719277
caffeine,rendah,KOPI GULA AREN,STRAWBERRY,58.92999999999998,2025-10-06 18:41:31.719277
caffeine,rendah,MANGO,STRAWBERRY,30.260000000000005,2025-10-06 18:41:31.719277
temperature,bebas,CHOCOLATE,CRUNCHY CREAMY,33.555,2025-10-06 18:41:31.719277
temperature,bebas,CHOCOLATE,MANGO,45.71949999999999,2025-10-06 18:41:31.719277
temperature,bebas,CHOCOLATE,STRAWBERRY,50.23949999999999,2025-10-06 18:41:31.719277
temperature,bebas,CRUNCHY CREAMY,KOPI GULA AREN,37.33,2025-10-06 18:41:31.719277
temperature,bebas,CRUNCHY CREAMY,MANGO,37.12949999999999,2025-10-06 18:41:31.719277
temperature,bebas,CRUNCHY CREAMY,STRAWBERRY,36.2095,2025-10-06 18:41:31.719277
temperature,bebas,KOPI GULA AREN,MANGO,42.779999999999994,2025-10-06 18:41:31.719277
temperature,bebas,KOPI GULA AREN,STRAWBERRY,51.97,2025-10-06 18:41:31.719277
temperature,bebas,MANGO,STRAWBERRY,44.638999999999996,2025-10-06 18:41:31.719277
budget,mid,CHOCOLATE,CRUNCHY CREAMY,33.72500000000001,2025-10-06 18:41:31.719277
budget,mid,CHOCOLATE,KOPI GULA AREN,31.830000000000005,2025-10-06 18:41:31.719277
budget,mid,CHOCOLATE,MANGO,28.0,2025-10-06 18:41:31.719277
budget,mid,CHOCOLATE,STRAWBERRY,38.365,2025-10-06 18:41:31.719277
budget,mid,CRUNCHY CREAMY,KOPI GULA AREN,29.530000000000005,2025-10-06 18:41:31.719277
budget,mid,CRUNCHY CREAMY,MANGO,30.590000000000003,2025-10-06 18:41:31.719277
budget,mid,CRUNCHY CREAMY,STRAWBERRY,41.47499999999999,2025-10-06 18:41:31.719277
budget,mid,KOPI GULA AREN,MANGO,32.49000000000001,2025-10-06 18:41:31.719277
budget,mid,KOPI GULA AREN,STRAWBERRY,40.519999999999996,2025-10-06 18:41:31.719277
budget,mid,MANGO,STRAWBERRY,37.391,2025-10-06 18:41:31.719277
taste,asam,KOPI LEMON,LEMON KISS,35.63999999999999,2025-10-06 18:41:31.719277
