question,answer,co_occurrence,sim_rasa_manis,diff_rasa_manis,diff_sweetness_score,diff_kafein_score,sim_kafein_score,diff_harga,sim_harga,prod_harga,avg_harga,diff_carbonated_score,sim_carbonated_score,taste_consistency,avg_kafein_score,export_timestamp,source_users,source_seed
budget,bebas,8.601,0.33333333333333337,0.6666666666666666,0.5,0.0,1.0,0.16666666666666663,0.8333333333333334,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,4.3,0.5555555555555556,0.4444444444444445,0.2,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.365,0.5555555555555556,0.4444444444444445,0.2,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,10.515,0.4444444444444444,0.5555555555555556,0.5,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,10.711,0.5555555555555556,0.4444444444444445,0.2,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.265,0.33333333333333337,0.6666666666666666,0.5,0.0,1.0,0.2777777777777778,0.7222222222222222,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,11.09,0.4444444444444444,0.5555555555555556,0.2,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,3.0,0.4444444444444444,0.5555555555555556,0.2,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.0,0.4444444444444444,0.5555555555555556,0.5,1.0,0.0,0.5555555555555558,0.4444444444444442,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,32.855000000000004,0.888888888888889,0.11111111111111105,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.7777777777777777,0.22222222222222232,0.30000000000000004,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,31.700000000000003,0.888888888888889,0.11111111111111105,0.10000000000000009,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,25.375,1.0,0.0,0.0,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,23.78,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.5555555555555556,0.4444444444444445,0.30000000000000004,0.0,1.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,24.53,0.8888888888888888,0.11111111111111116,0.10000000000000009,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.33333333333333326,0.6666666666666667,0.8,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.6666666666666666,0.33333333333333337,0.30000000000000004,0.0,1.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.2649999999999997,0.5555555555555556,0.4444444444444445,0.6000000000000001,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,3.0,0.5555555555555556,0.4444444444444445,0.6000000000000001,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,17.59,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,25.675,0.8888888888888888,0.11111111111111116,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,19.000000000000004,0.8888888888888888,0.11111111111111116,0.10000000000000009,1.0,0.0,0.7222222222222223,0.2777777777777777,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.2,0.6666666666666666,0.33333333333333337,0.30000000000000004,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.0,0.5555555555555556,0.4444444444444445,0.6000000000000001,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.1,0.6666666666666666,0.33333333333333337,0.6000000000000001,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.6666666666666666,0.33333333333333337,0.30000000000000004,0.0,1.0,0.2777777777777779,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,33.400000000000006,1.0,0.0,0.10000000000000009,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,20.97,0.888888888888889,0.11111111111111105,0.0,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,25.88,0.888888888888889,0.11111111111111105,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.15,0.4444444444444444,0.5555555555555556,0.30000000000000004,0.0,1.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,25.400000000000002,0.7777777777777778,0.2222222222222222,0.10000000000000009,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.1,0.2222222222222222,0.7777777777777778,0.8,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.0,0.5555555555555556,0.4444444444444444,0.30000000000000004,0.0,1.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.4444444444444444,0.5555555555555556,0.6000000000000001,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.4444444444444444,0.5555555555555556,0.6000000000000001,1.0,0.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,17.1995,0.888888888888889,0.11111111111111105,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.33333333333333326,0.6666666666666667,0.6000000000000001,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,25.880000000000003,0.7777777777777778,0.2222222222222222,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,21.93,0.7777777777777778,0.2222222222222222,0.10000000000000009,1.0,0.0,0.7222222222222223,0.2777777777777777,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.2,0.5555555555555556,0.4444444444444444,0.30000000000000004,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.5555555555555556,0.4444444444444444,0.6000000000000001,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.0,0.5555555555555556,0.4444444444444444,0.30000000000000004,0.0,1.0,0.2777777777777779,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.300000000000001,0.6666666666666666,0.33333333333333337,0.19999999999999996,1.0,0.0,0.22222222222222232,0.7777777777777777,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,3.08,0.44444444444444453,0.5555555555555555,0.3,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.7777777777777777,0.22222222222222232,0.30000000000000004,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,4.529999999999999,0.7777777777777777,0.22222222222222232,0.30000000000000004,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.33333333333333337,0.6666666666666666,0.5,1.0,0.0,0.4444444444444445,0.5555555555555556,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.43,0.7777777777777779,0.22222222222222215,0.0,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,6.859999999999999,0.8888888888888888,0.11111111111111116,0.19999999999999996,1.0,0.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,16.779999999999998,0.5555555555555556,0.4444444444444444,0.5,1.0,0.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.4300000000000002,1.0,0.0,0.0,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,18.123,0.888888888888889,0.11111111111111105,0.0,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,18.834,0.7777777777777779,0.22222222222222215,0.3,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,19.872999999999998,0.7777777777777779,0.22222222222222215,0.3,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.38,0.7777777777777779,0.22222222222222215,0.3,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,7.391,0.7777777777777777,0.22222222222222232,0.30000000000000004,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,3.84,0.6666666666666667,0.3333333333333333,0.3,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.97,0.7777777777777779,0.22222222222222215,0.0,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,20.104,0.8888888888888888,0.11111111111111116,0.30000000000000004,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,3.1,0.8888888888888888,0.11111111111111116,0.19999999999999996,1.0,0.0,0.6111111111111112,0.38888888888888884,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.94,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666667,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,3.6,0.7777777777777779,0.22222222222222215,0.3,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,9.66,0.7777777777777779,0.22222222222222215,0.3,1.0,0.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,12.56,0.888888888888889,0.11111111111111105,0.0,1.0,0.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,13.21,0.7777777777777779,0.22222222222222215,0.3,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.7300000000000004,1.0,0.0,0.0,1.0,0.0,0.4444444444444445,0.5555555555555556,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,9.510000000000002,0.888888888888889,0.11111111111111105,0.3,1.0,0.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,11.412,0.888888888888889,0.11111111111111105,0.3,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,8.082,0.888888888888889,0.11111111111111105,0.0,0.0,1.0,0.38888888888888906,0.6111111111111109,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,10.615,0.11111111111111116,0.8888888888888888,0.49999999999999994,0.0,1.0,0.388888888888889,0.6111111111111109,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,34.230000000000004,0.888888888888889,0.11111111111111105,0.10000000000000009,1.0,0.0,0.22222222222222232,0.7777777777777777,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,26.430000000000003,0.888888888888889,0.11111111111111105,0.10000000000000009,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,6.3,0.0,1.0,0.7,0.0,1.0,0.6666666666666667,0.33333333333333326,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.0,0.4444444444444444,0.5555555555555556,0.19999999999999996,1.0,0.0,0.388888888888889,0.6111111111111109,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,38.10000000000001,0.7777777777777778,0.2222222222222222,0.0,0.0,1.0,0.22222222222222232,0.7777777777777777,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,8.299999999999999,0.2222222222222222,0.7777777777777778,0.7,0.0,1.0,0.22222222222222232,0.7777777777777777,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,8.365,0.2222222222222222,0.7777777777777778,0.7,0.0,1.0,0.388888888888889,0.6111111111111109,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.15,0.6666666666666666,0.33333333333333337,0.19999999999999996,0.0,1.0,0.388888888888889,0.6111111111111109,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.1,0.5555555555555556,0.4444444444444444,0.19999999999999996,1.0,0.0,0.388888888888889,0.6111111111111109,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.4444444444444444,0.5555555555555556,0.49999999999999994,1.0,0.0,0.22222222222222232,0.7777777777777777,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,4.2,0.4444444444444444,0.5555555555555556,0.49999999999999994,1.0,0.0,0.22222222222222232,0.7777777777777777,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,4.15,0.4444444444444444,0.5555555555555556,0.49999999999999994,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,19.130000000000003,0.888888888888889,0.11111111111111105,0.10000000000000009,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,8.415,0.33333333333333326,0.6666666666666667,0.49999999999999994,0.0,1.0,0.388888888888889,0.6111111111111109,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,4.1,0.4444444444444444,0.5555555555555556,0.19999999999999996,0.0,1.0,0.388888888888889,0.6111111111111109,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,40.32000000000001,0.7777777777777778,0.2222222222222222,0.10000000000000009,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,36.92,0.7777777777777778,0.2222222222222222,0.0,0.0,1.0,0.8333333333333335,0.16666666666666652,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,4.15,0.4444444444444444,0.5555555555555556,0.49999999999999994,0.0,1.0,0.388888888888889,0.6111111111111109,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.365,0.4444444444444444,0.5555555555555556,0.49999999999999994,0.0,1.0,0.22222222222222232,0.7777777777777777,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,7.449999999999999,0.5555555555555556,0.4444444444444444,0.19999999999999996,0.0,1.0,0.22222222222222232,0.7777777777777777,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.35,0.4444444444444444,0.5555555555555556,0.49999999999999994,0.0,1.0,0.388888888888889,0.6111111111111109,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.15,0.6666666666666666,0.33333333333333337,0.19999999999999996,0.0,1.0,0.6666666666666667,0.33333333333333326,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,4.0,0.5555555555555556,0.4444444444444444,0.49999999999999994,0.0,1.0,0.22222222222222232,0.7777777777777777,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.2,0.5555555555555556,0.4444444444444444,0.49999999999999994,1.0,0.0,0.22222222222222232,0.7777777777777777,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.5555555555555556,0.4444444444444444,0.19999999999999996,1.0,0.0,0.16666666666666674,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,11.7045,0.8888888888888888,0.11111111111111112,0.2,0.0,1.0,0.2777777777777778,0.7222222222222222,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,9.0,0.6666666666666666,0.33333333333333337,0.3,1.0,0.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,11.078999999999999,0.33333333333333337,0.6666666666666666,0.49999999999999994,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,15.915000000000001,0.8888888888888888,0.11111111111111112,0.2,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,15.709999999999999,0.8888888888888888,0.11111111111111112,0.2,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,6.7445,0.44444444444444453,0.5555555555555555,0.3,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.0,0.6666666666666666,0.33333333333333337,0.0,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.9399999999999995,0.6666666666666666,0.33333333333333337,0.0,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,10.696,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,16.565,0.7777777777777778,0.2222222222222222,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,10.430000000000001,0.6666666666666666,0.33333333333333337,0.3,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.54,0.33333333333333337,0.6666666666666666,0.6000000000000001,1.0,0.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,6.265,0.33333333333333337,0.6666666666666666,0.49999999999999994,0.0,1.0,0.4444444444444445,0.5555555555555556,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,3.15,0.44444444444444453,0.5555555555555555,0.3,0.0,1.0,0.16666666666666663,0.8333333333333334,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,7.515000000000001,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,6.895,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,10.639999999999999,0.5555555555555556,0.4444444444444445,0.3,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,4.55,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.1,0.44444444444444453,0.5555555555555555,0.3,0.0,1.0,0.2777777777777778,0.7222222222222222,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,4.15,0.5555555555555556,0.4444444444444445,0.0,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.54,0.5555555555555556,0.4444444444444445,0.0,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.5555555555555556,0.4444444444444445,0.3,1.0,0.0,0.5555555555555558,0.4444444444444442,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,23.675,1.0,0.0,0.0,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.5555555555555556,0.4444444444444445,0.30000000000000004,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,18.500000000000004,0.8888888888888888,0.11111111111111116,0.10000000000000009,1.0,0.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,4.365,0.6666666666666666,0.33333333333333337,0.30000000000000004,0.0,1.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,4.365,0.5555555555555556,0.4444444444444445,0.6000000000000001,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.0,0.5555555555555556,0.4444444444444445,0.6000000000000001,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.5555555555555556,0.4444444444444445,0.6000000000000001,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,24.619500000000002,1.0,0.0,0.0,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,27.975000000000005,0.8888888888888888,0.11111111111111116,0.0,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,16.23,0.8888888888888888,0.11111111111111116,0.10000000000000009,1.0,0.0,0.6111111111111112,0.38888888888888884,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.2,0.6666666666666666,0.33333333333333337,0.30000000000000004,1.0,0.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.1,0.5555555555555556,0.4444444444444445,0.6000000000000001,1.0,0.0,0.16666666666666669,0.8333333333333333,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.6666666666666666,0.33333333333333337,0.6000000000000001,1.0,0.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.265,0.6666666666666666,0.33333333333333337,0.6000000000000001,0.0,1.0,0.0,1.0,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.1,0.6666666666666666,0.33333333333333337,0.30000000000000004,0.0,1.0,0.38888888888888906,0.6111111111111109,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,1.0,0.5555555555555556,0.4444444444444445,0.30000000000000004,0.0,1.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,21.2,0.8888888888888888,0.11111111111111116,0.10000000000000009,1.0,0.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,5.529999999999999,0.6666666666666666,0.33333333333333337,0.30000000000000004,0.0,1.0,0.27777777777777785,0.7222222222222221,,,,,,,2025-08-20 00:52:24.152873,1500,42
budget,bebas,2.53,0.5555555555555556,0.4444444444444445,0.6000000000000001,0.0,1.0,0.11111111111111116,0.8888888888888888,,,,,,,2025-08-20 00:52:24.152873,1500,42
